Source,Target,Type,Id,Label,timeset,Weight
54719519,223540146,Directed,635,,,1
54719519,228813727,Directed,636,,,1
54719519,265064671,Directed,637,,,1
54805716,8443582,Directed,638,,,1
54805716,13570592,Directed,639,,,1
54805716,13901621,Directed,640,,,1
54805716,19528233,Directed,641,,,1
54805716,24968494,Directed,642,,,1
54805716,27362559,Directed,643,,,1
54805716,33291061,Directed,644,,,1
54805716,36013631,Directed,645,,,1
54805716,38375746,Directed,646,,,1
54805716,49737902,Directed,647,,,1
54805716,54719519,Directed,648,,,1
54805716,63059154,Directed,649,,,1
54805716,118145874,Directed,650,,,1
54805716,133009701,Directed,651,,,1
54805716,135539293,Directed,652,,,1
54805716,144977816,Directed,653,,,1
54805716,145599925,Directed,654,,,1
54805716,156506219,Directed,655,,,1
54805716,160314044,Directed,656,,,1
54805716,184455124,Directed,657,,,1
54805716,246644060,Directed,658,,,1
54805716,348985678,Directed,659,,,1
55859088,10038725,Directed,660,,,1
55859088,12545133,Directed,661,,,1
55859088,13678754,Directed,662,,,1
55859088,22643458,Directed,663,,,1
55859088,24457357,Directed,664,,,1
55859088,27835117,Directed,665,,,1
55859088,29560623,Directed,666,,,1
55859088,48920357,Directed,667,,,1
55859088,58591324,Directed,668,,,1
55859088,103643300,Directed,669,,,1
55859088,123135073,Directed,670,,,1
55859088,263173351,Directed,671,,,1
55859088,335066620,Directed,672,,,1
57578133,4163556,Directed,673,,,1
57578133,8091161,Directed,674,,,1
57578133,10038725,Directed,675,,,1
57578133,11032809,Directed,676,,,1
57578133,11396061,Directed,677,,,1
57578133,11758244,Directed,678,,,1
57578133,12545133,Directed,679,,,1
57578133,13678754,Directed,680,,,1
57578133,19745720,Directed,681,,,1
57578133,22643458,Directed,682,,,1
57578133,24457357,Directed,683,,,1
57578133,27835117,Directed,684,,,1
57578133,29560623,Directed,685,,,1
57578133,31918619,Directed,686,,,1
57578133,48920357,Directed,687,,,1
57578133,52524300,Directed,688,,,1
57578133,69615977,Directed,689,,,1
57578133,87659298,Directed,690,,,1
57578133,117257470,Directed,691,,,1
57578133,123135073,Directed,692,,,1
57578133,138662527,Directed,693,,,1
57578133,169281899,Directed,694,,,1
57578133,319946857,Directed,695,,,1
57578133,321380523,Directed,696,,,1
57578133,321776160,Directed,697,,,1
57578133,335066620,Directed,698,,,1
58591324,606935,Directed,699,,,1
58591324,1687066,Directed,700,,,1
58591324,1895348,Directed,701,,,1
58591324,8091161,Directed,702,,,1
58591324,11032809,Directed,703,,,1
58591324,13678754,Directed,704,,,1
58591324,19745720,Directed,705,,,1
58591324,22643458,Directed,706,,,1
58591324,24457357,Directed,707,,,1
58591324,27835117,Directed,708,,,1
58591324,29560623,Directed,709,,,1
58591324,55859088,Directed,710,,,1
58591324,112323601,Directed,711,,,1
58591324,117257470,Directed,712,,,1
58591324,118572183,Directed,713,,,1
58591324,123135073,Directed,714,,,1
58591324,163604438,Directed,715,,,1
58591324,169281899,Directed,716,,,1
58591324,335066620,Directed,717,,,1
63059154,3962774,Directed,718,,,1
63059154,8443582,Directed,719,,,1
63059154,13570592,Directed,720,,,1
63059154,13901621,Directed,721,,,1
63059154,15214765,Directed,722,,,1
63059154,19528233,Directed,723,,,1
63059154,29318531,Directed,724,,,1
63059154,29577094,Directed,725,,,1
63059154,30326447,Directed,726,,,1
63059154,30637530,Directed,727,,,1
63059154,33291061,Directed,728,,,1
63059154,36531766,Directed,729,,,1
63059154,39283361,Directed,730,,,1
63059154,49737902,Directed,731,,,1
63059154,54719519,Directed,732,,,1
63059154,54805716,Directed,733,,,1
63059154,118145874,Directed,734,,,1
63059154,133009701,Directed,735,,,1
63059154,135539293,Directed,736,,,1
63059154,143018151,Directed,737,,,1
63059154,144977816,Directed,738,,,1
63059154,145599925,Directed,739,,,1
63059154,171081009,Directed,740,,,1
63059154,182912631,Directed,741,,,1
63059154,184481239,Directed,742,,,1
63059154,265064671,Directed,743,,,1
63059154,348985678,Directed,744,,,1
63632030,7291997,Directed,745,,,1
63632030,13901621,Directed,746,,,1
63632030,29318531,Directed,747,,,1
63632030,36013631,Directed,748,,,1
63632030,51040071,Directed,749,,,1
68797455,34338675,Directed,750,,,1
68797455,52524300,Directed,751,,,1
69615977,11396061,Directed,752,,,1
69615977,19745720,Directed,753,,,1
69615977,24457357,Directed,754,,,1
69615977,57578133,Directed,755,,,1
69615977,87659298,Directed,756,,,1
69615977,138662527,Directed,757,,,1
69615977,169281899,Directed,758,,,1
69615977,319946857,Directed,759,,,1
69615977,321380523,Directed,760,,,1
72323949,1880860,Directed,761,,,1
72323949,15214765,Directed,762,,,1
72323949,78669494,Directed,763,,,1
72323949,129922299,Directed,764,,,1
72323949,137829508,Directed,765,,,1
72323949,168914237,Directed,766,,,1
72323949,185821111,Directed,767,,,1
78669494,72323949,Directed,768,,,1
78669494,129922299,Directed,769,,,1
78669494,137829508,Directed,770,,,1
78669494,168914237,Directed,771,,,1
78669494,185821111,Directed,772,,,1
80659368,12545133,Directed,773,,,1
80659368,22867259,Directed,774,,,1
84899856,20644948,Directed,775,,,1
84899856,24968494,Directed,776,,,1
84899856,36013631,Directed,777,,,1
84899856,145599925,Directed,778,,,1
87659298,1895348,Directed,779,,,1
87659298,4163556,Directed,780,,,1
87659298,8091161,Directed,781,,,1
87659298,11032809,Directed,782,,,1
87659298,11758244,Directed,783,,,1
87659298,12545133,Directed,784,,,1
87659298,13678754,Directed,785,,,1
87659298,19528233,Directed,786,,,1
87659298,19745720,Directed,787,,,1
87659298,22643458,Directed,788,,,1
87659298,24457357,Directed,789,,,1
87659298,27835117,Directed,790,,,1
87659298,29560623,Directed,791,,,1
87659298,31918619,Directed,792,,,1
87659298,52524300,Directed,793,,,1
87659298,57578133,Directed,794,,,1
87659298,69615977,Directed,795,,,1
87659298,117257470,Directed,796,,,1
87659298,123135073,Directed,797,,,1
87659298,138662527,Directed,798,,,1
87659298,169281899,Directed,799,,,1
87659298,319946857,Directed,800,,,1
87659298,321776160,Directed,801,,,1
100320105,3962774,Directed,802,,,1
100320105,7291997,Directed,803,,,1
100320105,8443582,Directed,804,,,1
100320105,12448810,Directed,805,,,1
100320105,13570592,Directed,806,,,1
100320105,29318531,Directed,807,,,1
100320105,29577094,Directed,808,,,1
100320105,30637530,Directed,809,,,1
100320105,38375746,Directed,810,,,1
100320105,39283361,Directed,811,,,1
100320105,49737902,Directed,812,,,1
100320105,118145874,Directed,813,,,1
100320105,135539293,Directed,814,,,1
100320105,145599925,Directed,815,,,1
100320105,200526015,Directed,816,,,1
100320105,269660736,Directed,817,,,1
103643300,8091161,Directed,818,,,1
103643300,10038725,Directed,819,,,1
103643300,11032809,Directed,820,,,1
103643300,12545133,Directed,821,,,1
103643300,13678754,Directed,822,,,1
103643300,19745720,Directed,823,,,1
103643300,24457357,Directed,824,,,1
103643300,27835117,Directed,825,,,1
103643300,29560623,Directed,826,,,1
103643300,31918619,Directed,827,,,1
103643300,55859088,Directed,828,,,1
103643300,112323601,Directed,829,,,1
103643300,117257470,Directed,830,,,1
103643300,123135073,Directed,831,,,1
103643300,319946857,Directed,832,,,1
103643300,321776160,Directed,833,,,1
103643300,335066620,Directed,834,,,1
107909684,118145874,Directed,835,,,1
107909684,223540146,Directed,836,,,1
107909684,265064671,Directed,837,,,1
112323601,8091161,Directed,838,,,1
112323601,11032809,Directed,839,,,1
112323601,24457357,Directed,840,,,1
112323601,27835117,Directed,841,,,1
112323601,58591324,Directed,842,,,1
112323601,103643300,Directed,843,,,1
112323601,117257470,Directed,844,,,1
112323601,321776160,Directed,845,,,1
112323601,349975431,Directed,846,,,1
117257470,4163556,Directed,847,,,1
117257470,11758244,Directed,848,,,1
117257470,13678754,Directed,849,,,1
117257470,19745720,Directed,850,,,1
117257470,24457357,Directed,851,,,1
117257470,27835117,Directed,852,,,1
117257470,48920357,Directed,853,,,1
117257470,57578133,Directed,854,,,1
117257470,58591324,Directed,855,,,1
117257470,87659298,Directed,856,,,1
117257470,103643300,Directed,857,,,1
117257470,112323601,Directed,858,,,1
117257470,118572183,Directed,859,,,1
117257470,169281899,Directed,860,,,1
117257470,321776160,Directed,861,,,1
117257470,349975431,Directed,862,,,1
118145874,13570592,Directed,863,,,1
118145874,13901621,Directed,864,,,1
118145874,19528233,Directed,865,,,1
118145874,29318531,Directed,866,,,1
118145874,29577094,Directed,867,,,1
118145874,30326447,Directed,868,,,1
118145874,36013631,Directed,869,,,1
118145874,36531766,Directed,870,,,1
118145874,38375746,Directed,871,,,1
118145874,49737902,Directed,872,,,1
118145874,54719519,Directed,873,,,1
118145874,54805716,Directed,874,,,1
118145874,63059154,Directed,875,,,1
118145874,100320105,Directed,876,,,1
118145874,107909684,Directed,877,,,1
118145874,133009701,Directed,878,,,1
118145874,135539293,Directed,879,,,1
118145874,145599925,Directed,880,,,1
118145874,223540146,Directed,881,,,1
118145874,265064671,Directed,882,,,1
118572183,27835117,Directed,883,,,1
118572183,58591324,Directed,884,,,1
118572183,117257470,Directed,885,,,1
119421614,49737902,Directed,886,,,1
123135073,606935,Directed,887,,,1
123135073,1687066,Directed,888,,,1
123135073,8091161,Directed,889,,,1
123135073,11032809,Directed,890,,,1
123135073,11396061,Directed,891,,,1
123135073,12545133,Directed,892,,,1
123135073,13678754,Directed,893,,,1
123135073,19745720,Directed,894,,,1
123135073,22643458,Directed,895,,,1
123135073,24457357,Directed,896,,,1
123135073,27835117,Directed,897,,,1
123135073,29560623,Directed,898,,,1
123135073,31918619,Directed,899,,,1
123135073,55859088,Directed,900,,,1
123135073,57578133,Directed,901,,,1
123135073,58591324,Directed,902,,,1
123135073,87659298,Directed,903,,,1
123135073,103643300,Directed,904,,,1
123135073,138662527,Directed,905,,,1
123135073,169281899,Directed,906,,,1
123135073,263173351,Directed,907,,,1
123135073,319946857,Directed,908,,,1
123135073,321380523,Directed,909,,,1
123135073,321776160,Directed,910,,,1
123135073,335066620,Directed,911,,,1
129418433,606935,Directed,912,,,1
129418433,48920357,Directed,913,,,1
129418433,147738745,Directed,914,,,1
129418433,163604438,Directed,915,,,1
129418433,321776160,Directed,916,,,1
133009701,12545133,Directed,917,,,1
133009701,13570592,Directed,918,,,1
133009701,13901621,Directed,919,,,1
133009701,15214765,Directed,920,,,1
133009701,19528233,Directed,921,,,1
133009701,27362559,Directed,922,,,1
133009701,29318531,Directed,923,,,1
133009701,29577094,Directed,924,,,1
133009701,30637530,Directed,925,,,1
133009701,33291061,Directed,926,,,1
133009701,36013631,Directed,927,,,1
133009701,49737902,Directed,928,,,1
133009701,54719519,Directed,929,,,1
133009701,54805716,Directed,930,,,1
133009701,63059154,Directed,931,,,1
133009701,118145874,Directed,932,,,1
133009701,135539293,Directed,933,,,1
133009701,138296578,Directed,934,,,1
133009701,143018151,Directed,935,,,1
133009701,144977816,Directed,936,,,1
133009701,145599925,Directed,937,,,1
133009701,160314044,Directed,938,,,1
133009701,246644060,Directed,939,,,1
135539293,3962774,Directed,940,,,1
135539293,8443582,Directed,941,,,1
135539293,13570592,Directed,942,,,1
135539293,13901621,Directed,943,,,1
135539293,15214765,Directed,944,,,1
135539293,19528233,Directed,945,,,1
135539293,24968494,Directed,946,,,1
135539293,29577094,Directed,947,,,1
135539293,30326447,Directed,948,,,1
135539293,36013631,Directed,949,,,1
135539293,36531766,Directed,950,,,1
135539293,49737902,Directed,951,,,1
135539293,54719519,Directed,952,,,1
135539293,54805716,Directed,953,,,1
135539293,63059154,Directed,954,,,1
135539293,100320105,Directed,955,,,1
135539293,118145874,Directed,956,,,1
135539293,133009701,Directed,957,,,1
135539293,144977816,Directed,958,,,1
135539293,145599925,Directed,959,,,1
135539293,171081009,Directed,960,,,1
135539293,182912631,Directed,961,,,1
135539293,184481239,Directed,962,,,1
135539293,223540146,Directed,963,,,1
137829508,72323949,Directed,964,,,1
137829508,78669494,Directed,965,,,1
137829508,129922299,Directed,966,,,1
137829508,168914237,Directed,967,,,1
137829508,185821111,Directed,968,,,1
138662527,19745720,Directed,969,,,1
138662527,22643458,Directed,970,,,1
138662527,24457357,Directed,971,,,1
138662527,31918619,Directed,972,,,1
138662527,57578133,Directed,973,,,1
138662527,69615977,Directed,974,,,1
138662527,87659298,Directed,975,,,1
138662527,123135073,Directed,976,,,1
138662527,319946857,Directed,977,,,1
138662527,335066620,Directed,978,,,1
144977816,13570592,Directed,979,,,1
144977816,13901621,Directed,980,,,1
144977816,27362559,Directed,981,,,1
144977816,29318531,Directed,982,,,1
144977816,30326447,Directed,983,,,1
144977816,30637530,Directed,984,,,1
144977816,33291061,Directed,985,,,1
144977816,36013631,Directed,986,,,1
144977816,49737902,Directed,987,,,1
144977816,54805716,Directed,988,,,1
144977816,63059154,Directed,989,,,1
144977816,133009701,Directed,990,,,1
144977816,135539293,Directed,991,,,1
144977816,138296578,Directed,992,,,1
144977816,145599925,Directed,993,,,1
144977816,184455124,Directed,994,,,1
144977816,200526015,Directed,995,,,1
145599925,3962774,Directed,996,,,1
145599925,8443582,Directed,997,,,1
145599925,12448810,Directed,998,,,1
145599925,13570592,Directed,999,,,1
145599925,13901621,Directed,1000,,,1
145599925,19528233,Directed,1001,,,1
145599925,20644948,Directed,1002,,,1
145599925,24968494,Directed,1003,,,1
145599925,27362559,Directed,1004,,,1
145599925,29318531,Directed,1005,,,1
145599925,29577094,Directed,1006,,,1
145599925,30326447,Directed,1007,,,1
145599925,33291061,Directed,1008,,,1
145599925,36013631,Directed,1009,,,1
145599925,38375746,Directed,1010,,,1
145599925,49737902,Directed,1011,,,1
145599925,54719519,Directed,1012,,,1
145599925,54805716,Directed,1013,,,1
145599925,63059154,Directed,1014,,,1
145599925,84899856,Directed,1015,,,1
145599925,100320105,Directed,1016,,,1
145599925,118145874,Directed,1017,,,1
145599925,133009701,Directed,1018,,,1
145599925,135539293,Directed,1019,,,1
145599925,144977816,Directed,1020,,,1
145599925,182912631,Directed,1021,,,1
145599925,184481239,Directed,1022,,,1
145599925,200526015,Directed,1023,,,1
145599925,223540146,Directed,1024,,,1
145599925,265064671,Directed,1025,,,1
145599925,269660736,Directed,1026,,,1
147738745,606935,Directed,1027,,,1
147738745,8091161,Directed,1028,,,1
147738745,11995332,Directed,1029,,,1
147738745,27835117,Directed,1030,,,1
147738745,48920357,Directed,1031,,,1
147738745,129418433,Directed,1032,,,1
147738745,163604438,Directed,1033,,,1
147738745,166696383,Directed,1034,,,1
147738745,223965224,Directed,1035,,,1
147738745,349975431,Directed,1036,,,1
156506219,54805716,Directed,1037,,,1
160314044,13570592,Directed,1038,,,1
160314044,15214765,Directed,1039,,,1
160314044,19528233,Directed,1040,,,1
160314044,24968494,Directed,1041,,,1
160314044,27362559,Directed,1042,,,1
160314044,49737902,Directed,1043,,,1
160314044,54719519,Directed,1044,,,1
160314044,54805716,Directed,1045,,,1
160314044,133009701,Directed,1046,,,1
160314044,200526015,Directed,1047,,,1
163604438,606935,Directed,1048,,,1
163604438,8091161,Directed,1049,,,1
163604438,11995332,Directed,1050,,,1
163604438,48920357,Directed,1051,,,1
163604438,58591324,Directed,1052,,,1
163604438,129418433,Directed,1053,,,1
163604438,147738745,Directed,1054,,,1
163604438,166696383,Directed,1055,,,1
163604438,223965224,Directed,1056,,,1
163604438,335066620,Directed,1057,,,1
166696383,147738745,Directed,1058,,,1
166696383,163604438,Directed,1059,,,1
168914237,72323949,Directed,1060,,,1
168914237,78669494,Directed,1061,,,1
168914237,129922299,Directed,1062,,,1
168914237,137829508,Directed,1063,,,1
168914237,185821111,Directed,1064,,,1
169281899,1687066,Directed,1065,,,1
169281899,4163556,Directed,1066,,,1
169281899,11032809,Directed,1067,,,1
169281899,11758244,Directed,1068,,,1
169281899,12545133,Directed,1069,,,1
169281899,13678754,Directed,1070,,,1
169281899,24457357,Directed,1071,,,1
169281899,27835117,Directed,1072,,,1
169281899,29560623,Directed,1073,,,1
169281899,31918619,Directed,1074,,,1
169281899,57578133,Directed,1075,,,1
169281899,58591324,Directed,1076,,,1
169281899,69615977,Directed,1077,,,1
169281899,87659298,Directed,1078,,,1
169281899,117257470,Directed,1079,,,1
169281899,123135073,Directed,1080,,,1
169281899,319946857,Directed,1081,,,1
169281899,321380523,Directed,1082,,,1
169281899,321776160,Directed,1083,,,1
171081009,13570592,Directed,1084,,,1
171081009,20644948,Directed,1085,,,1
171081009,29577094,Directed,1086,,,1
171081009,36013631,Directed,1087,,,1
171081009,54719519,Directed,1088,,,1
171081009,63059154,Directed,1089,,,1
171081009,135539293,Directed,1090,,,1
182912631,3962774,Directed,1091,,,1
182912631,8443582,Directed,1092,,,1
182912631,13570592,Directed,1093,,,1
182912631,13901621,Directed,1094,,,1
182912631,15214765,Directed,1095,,,1
182912631,19528233,Directed,1096,,,1
182912631,29577094,Directed,1097,,,1
182912631,36013631,Directed,1098,,,1
182912631,49737902,Directed,1099,,,1
182912631,54719519,Directed,1100,,,1
182912631,63059154,Directed,1101,,,1
182912631,135539293,Directed,1102,,,1
182912631,145599925,Directed,1103,,,1
182912631,184481239,Directed,1104,,,1
184455124,19528233,Directed,1105,,,1
184455124,38375746,Directed,1106,,,1
184455124,49737902,Directed,1107,,,1
184455124,54805716,Directed,1108,,,1
184455124,144977816,Directed,1109,,,1
184455124,348985678,Directed,1110,,,1
184481239,12448810,Directed,1111,,,1
184481239,13570592,Directed,1112,,,1
184481239,13901621,Directed,1113,,,1
184481239,15214765,Directed,1114,,,1
184481239,19528233,Directed,1115,,,1
184481239,29577094,Directed,1116,,,1
184481239,36013631,Directed,1117,,,1
184481239,63059154,Directed,1118,,,1
184481239,135539293,Directed,1119,,,1
184481239,145599925,Directed,1120,,,1
184481239,182912631,Directed,1121,,,1
185821111,30326447,Directed,1122,,,1
185821111,72323949,Directed,1123,,,1
185821111,78669494,Directed,1124,,,1
185821111,129922299,Directed,1125,,,1
185821111,137829508,Directed,1126,,,1
185821111,168914237,Directed,1127,,,1
200526015,3962774,Directed,1128,,,1
200526015,13901621,Directed,1129,,,1
200526015,19528233,Directed,1130,,,1
200526015,29318531,Directed,1131,,,1
200526015,30637530,Directed,1132,,,1
200526015,49737902,Directed,1133,,,1
200526015,100320105,Directed,1134,,,1
200526015,144977816,Directed,1135,,,1
200526015,145599925,Directed,1136,,,1
200526015,160314044,Directed,1137,,,1
223540146,13901621,Directed,1138,,,1
223540146,19528233,Directed,1139,,,1
223540146,29577094,Directed,1140,,,1
223540146,30326447,Directed,1141,,,1
223540146,36013631,Directed,1142,,,1
223540146,36531766,Directed,1143,,,1
223540146,49737902,Directed,1144,,,1
223540146,54719519,Directed,1145,,,1
223540146,107909684,Directed,1146,,,1
223540146,118145874,Directed,1147,,,1
223540146,135539293,Directed,1148,,,1
223540146,145599925,Directed,1149,,,1
223540146,265064671,Directed,1150,,,1
223965224,606935,Directed,1151,,,1
223965224,8091161,Directed,1152,,,1
223965224,11995332,Directed,1153,,,1
223965224,48920357,Directed,1154,,,1
223965224,147738745,Directed,1155,,,1
223965224,163604438,Directed,1156,,,1
223965224,321776160,Directed,1157,,,1
228813727,15214765,Directed,1158,,,1
228813727,54719519,Directed,1159,,,1
246644060,54805716,Directed,1160,,,1
246644060,133009701,Directed,1161,,,1
263173351,29560623,Directed,1162,,,1
263173351,55859088,Directed,1163,,,1
263173351,123135073,Directed,1164,,,1
265064671,13570592,Directed,1165,,,1
265064671,29577094,Directed,1166,,,1
265064671,30326447,Directed,1167,,,1
265064671,36531766,Directed,1168,,,1
265064671,54719519,Directed,1169,,,1
265064671,63059154,Directed,1170,,,1
265064671,107909684,Directed,1171,,,1
265064671,118145874,Directed,1172,,,1
265064671,145599925,Directed,1173,,,1
265064671,223540146,Directed,1174,,,1
319946857,19745720,Directed,1175,,,1
319946857,24457357,Directed,1176,,,1
319946857,29560623,Directed,1177,,,1
319946857,31918619,Directed,1178,,,1
319946857,57578133,Directed,1179,,,1
319946857,69615977,Directed,1180,,,1
319946857,87659298,Directed,1181,,,1
319946857,103643300,Directed,1182,,,1
319946857,123135073,Directed,1183,,,1
319946857,138662527,Directed,1184,,,1
319946857,169281899,Directed,1185,,,1
319946857,321380523,Directed,1186,,,1
319946857,321776160,Directed,1187,,,1
321380523,11032809,Directed,1188,,,1
321380523,19745720,Directed,1189,,,1
321380523,24457357,Directed,1190,,,1
321380523,29560623,Directed,1191,,,1
321380523,57578133,Directed,1192,,,1
321380523,69615977,Directed,1193,,,1
321380523,123135073,Directed,1194,,,1
321380523,169281899,Directed,1195,,,1
321380523,319946857,Directed,1196,,,1
321776160,4163556,Directed,1197,,,1
321776160,8091161,Directed,1198,,,1
321776160,10038725,Directed,1199,,,1
321776160,11032809,Directed,1200,,,1
321776160,11758244,Directed,1201,,,1
321776160,12545133,Directed,1202,,,1
321776160,19745720,Directed,1203,,,1
321776160,24457357,Directed,1204,,,1
321776160,27835117,Directed,1205,,,1
321776160,31918619,Directed,1206,,,1
321776160,48920357,Directed,1207,,,1
321776160,57578133,Directed,1208,,,1
321776160,87659298,Directed,1209,,,1
321776160,103643300,Directed,1210,,,1
321776160,112323601,Directed,1211,,,1
321776160,117257470,Directed,1212,,,1
321776160,123135073,Directed,1213,,,1
321776160,129418433,Directed,1214,,,1
321776160,169281899,Directed,1215,,,1
321776160,223965224,Directed,1216,,,1
321776160,319946857,Directed,1217,,,1
321776160,335066620,Directed,1218,,,1
335066620,11758244,Directed,1219,,,1
335066620,12545133,Directed,1220,,,1
335066620,13678754,Directed,1221,,,1
335066620,22643458,Directed,1222,,,1
335066620,27835117,Directed,1223,,,1
335066620,29560623,Directed,1224,,,1
335066620,57578133,Directed,1225,,,1
335066620,58591324,Directed,1226,,,1
335066620,103643300,Directed,1227,,,1
335066620,123135073,Directed,1228,,,1
335066620,138662527,Directed,1229,,,1
335066620,163604438,Directed,1230,,,1
335066620,321776160,Directed,1231,,,1
348985678,13901621,Directed,1232,,,1
348985678,20644948,Directed,1233,,,1
348985678,24968494,Directed,1234,,,1
348985678,30326447,Directed,1235,,,1
348985678,36013631,Directed,1236,,,1
348985678,38375746,Directed,1237,,,1
348985678,54805716,Directed,1238,,,1
348985678,63059154,Directed,1239,,,1
348985678,184455124,Directed,1240,,,1
349975431,13678754,Directed,1241,,,1
349975431,27835117,Directed,1242,,,1
349975431,112323601,Directed,1243,,,1
349975431,117257470,Directed,1244,,,1
349975431,147738745,Directed,1245,,,1
